layer,sentence,pn,split
8,19,715,train
8,19,819,train
8,19,877,train
8,19,972,train
8,19,18,train
8,19,19,train
8,19,26,train
8,19,119,train
8,19,121,train
8,19,156,train
8,19,198,train
8,19,212,train
8,19,271,train
8,19,288,train
8,19,295,train
8,19,340,train
8,19,382,train
8,19,430,train
8,19,499,train
8,19,369,test
8,19,418,test
8,19,432,test
8,19,440,test
8,20,700,train
8,20,715,train
8,20,819,train
8,20,877,train
8,20,972,train
8,20,18,train
8,20,19,train
8,20,26,train
8,20,119,train
8,20,121,train
8,20,156,train
8,20,198,train
8,20,212,train
8,20,271,train
8,20,288,train
8,20,295,train
8,20,340,train
8,20,382,train
8,20,430,train
8,20,499,train
8,20,369,test
8,20,418,test
8,20,432,test
8,20,440,test
8,21,700,train
8,21,715,train
8,21,819,train
8,21,877,train
8,21,972,train
8,21,18,train
8,21,19,train
8,21,26,train
8,21,121,train
8,21,156,train
8,21,198,train
8,21,212,train
8,21,271,train
8,21,288,train
8,21,295,train
8,21,340,train
8,21,382,train
8,21,430,train
8,21,499,train
8,21,369,test
8,21,418,test
8,21,432,test
8,21,440,test
8,22,700,train
8,22,715,train
8,22,819,train
8,22,877,train
8,22,972,train
8,22,18,train
8,22,26,train
8,22,121,train
8,22,156,train
8,22,198,train
8,22,212,train
8,22,271,train
8,22,288,train
8,22,295,train
8,22,340,train
8,22,382,train
8,22,430,train
8,22,499,train
8,22,369,test
8,22,418,test
8,22,432,test
8,22,440,test
8,23,700,train
8,23,715,train
8,23,819,train
8,23,877,train
8,23,972,train
8,23,18,train
8,23,26,train
8,23,121,train
8,23,156,train
8,23,212,train
8,23,271,train
8,23,288,train
8,23,295,train
8,23,340,train
8,23,382,train
8,23,430,train
8,23,499,train
8,23,418,test
8,23,432,test
8,23,440,test
9,0,684,train
9,0,700,train
9,0,715,train
9,0,768,train
9,0,819,train
9,0,877,train
9,0,960,train
9,0,972,train
9,0,3,train
9,0,18,train
9,0,19,train
9,0,26,train
9,0,37,train
9,0,59,train
9,0,60,train
9,0,62,train
9,0,68,train
9,0,92,train
9,0,119,train
9,0,121,train
9,0,145,train
9,0,156,train
9,0,164,train
9,0,198,train
9,0,199,train
9,0,212,train
9,0,215,train
9,0,271,train
9,0,288,train
9,0,295,train
9,0,309,train
9,0,324,train
9,0,340,train
9,0,375,train
9,0,382,train
9,0,399,train
9,0,408,train
9,0,421,train
9,0,430,train
9,0,451,train
9,0,459,train
9,0,474,train
9,0,479,train
9,0,499,train
9,0,746,test
9,0,804,test
9,0,827,test
9,0,81,test
9,0,277,test
9,0,339,test
9,0,369,test
9,0,371,test
9,0,418,test
9,0,432,test
9,0,440,test
9,1,684,train
9,1,700,train
9,1,715,train
9,1,768,train
9,1,819,train
9,1,877,train
9,1,960,train
9,1,972,train
9,1,3,train
9,1,18,train
9,1,19,train
9,1,26,train
9,1,37,train
9,1,59,train
9,1,60,train
9,1,62,train
9,1,68,train
9,1,92,train
9,1,119,train
9,1,121,train
9,1,145,train
9,1,156,train
9,1,164,train
9,1,198,train
9,1,199,train
9,1,212,train
9,1,215,train
9,1,271,train
9,1,288,train
9,1,295,train
9,1,309,train
9,1,324,train
9,1,340,train
9,1,375,train
9,1,382,train
9,1,399,train
9,1,408,train
9,1,421,train
9,1,430,train
9,1,451,train
9,1,459,train
9,1,474,train
9,1,479,train
9,1,499,train
9,1,746,test
9,1,804,test
9,1,827,test
9,1,81,test
9,1,277,test
9,1,339,test
9,1,369,test
9,1,371,test
9,1,418,test
9,1,432,test
9,1,440,test
9,2,684,train
9,2,700,train
9,2,715,train
9,2,768,train
9,2,819,train
9,2,877,train
9,2,960,train
9,2,972,train
9,2,3,train
9,2,18,train
9,2,19,train
9,2,26,train
9,2,37,train
9,2,59,train
9,2,60,train
9,2,62,train
9,2,68,train
9,2,92,train
9,2,119,train
9,2,121,train
9,2,145,train
9,2,156,train
9,2,164,train
9,2,198,train
9,2,199,train
9,2,212,train
9,2,215,train
9,2,271,train
9,2,288,train
9,2,295,train
9,2,309,train
9,2,324,train
9,2,340,train
9,2,375,train
9,2,382,train
9,2,399,train
9,2,408,train
9,2,421,train
9,2,430,train
9,2,451,train
9,2,459,train
9,2,474,train
9,2,479,train
9,2,499,train
9,2,746,test
9,2,804,test
9,2,827,test
9,2,81,test
9,2,277,test
9,2,339,test
9,2,369,test
9,2,371,test
9,2,418,test
9,2,432,test
9,2,440,test
9,3,684,train
9,3,700,train
9,3,715,train
9,3,768,train
9,3,819,train
9,3,877,train
9,3,960,train
9,3,972,train
9,3,3,train
9,3,18,train
9,3,19,train
9,3,26,train
9,3,37,train
9,3,59,train
9,3,60,train
9,3,62,train
9,3,68,train
9,3,92,train
9,3,119,train
9,3,121,train
9,3,145,train
9,3,156,train
9,3,164,train
9,3,198,train
9,3,199,train
9,3,212,train
9,3,215,train
9,3,271,train
9,3,288,train
9,3,295,train
9,3,309,train
9,3,324,train
9,3,340,train
9,3,375,train
9,3,382,train
9,3,399,train
9,3,408,train
9,3,421,train
9,3,430,train
9,3,451,train
9,3,459,train
9,3,474,train
9,3,479,train
9,3,499,train
9,3,746,test
9,3,804,test
9,3,827,test
9,3,81,test
9,3,277,test
9,3,339,test
9,3,369,test
9,3,371,test
9,3,418,test
9,3,432,test
9,3,440,test
9,4,684,train
9,4,700,train
9,4,715,train
9,4,768,train
9,4,819,train
9,4,877,train
9,4,960,train
9,4,972,train
9,4,3,train
9,4,18,train
9,4,19,train
9,4,26,train
9,4,37,train
9,4,59,train
9,4,60,train
9,4,62,train
9,4,68,train
9,4,92,train
9,4,119,train
9,4,121,train
9,4,145,train
9,4,156,train
9,4,164,train
9,4,198,train
9,4,199,train
9,4,212,train
9,4,215,train
9,4,271,train
9,4,288,train
9,4,295,train
9,4,309,train
9,4,324,train
9,4,340,train
9,4,375,train
9,4,382,train
9,4,399,train
9,4,408,train
9,4,421,train
9,4,430,train
9,4,451,train
9,4,459,train
9,4,474,train
9,4,479,train
9,4,499,train
9,4,746,test
9,4,804,test
9,4,827,test
9,4,81,test
9,4,277,test
9,4,339,test
9,4,369,test
9,4,371,test
9,4,418,test
9,4,432,test
9,4,440,test
9,5,684,train
9,5,700,train
9,5,715,train
9,5,768,train
9,5,819,train
9,5,877,train
9,5,960,train
9,5,972,train
9,5,3,train
9,5,18,train
9,5,19,train
9,5,26,train
9,5,37,train
9,5,59,train
9,5,60,train
9,5,62,train
9,5,68,train
9,5,92,train
9,5,119,train
9,5,121,train
9,5,145,train
9,5,156,train
9,5,164,train
9,5,198,train
9,5,199,train
9,5,212,train
9,5,215,train
9,5,271,train
9,5,288,train
9,5,295,train
9,5,309,train
9,5,324,train
9,5,340,train
9,5,375,train
9,5,382,train
9,5,399,train
9,5,408,train
9,5,421,train
9,5,430,train
9,5,451,train
9,5,459,train
9,5,474,train
9,5,479,train
9,5,499,train
9,5,746,test
9,5,804,test
9,5,827,test
9,5,81,test
9,5,277,test
9,5,339,test
9,5,369,test
9,5,371,test
9,5,418,test
9,5,432,test
9,5,440,test
9,6,684,train
9,6,700,train
9,6,715,train
9,6,768,train
9,6,819,train
9,6,877,train
9,6,960,train
9,6,972,train
9,6,3,train
9,6,18,train
9,6,19,train
9,6,26,train
9,6,37,train
9,6,60,train
9,6,62,train
9,6,68,train
9,6,92,train
9,6,119,train
9,6,121,train
9,6,145,train
9,6,156,train
9,6,164,train
9,6,198,train
9,6,199,train
9,6,212,train
9,6,215,train
9,6,271,train
9,6,288,train
9,6,295,train
9,6,309,train
9,6,324,train
9,6,340,train
9,6,375,train
9,6,382,train
9,6,399,train
9,6,408,train
9,6,421,train
9,6,430,train
9,6,451,train
9,6,459,train
9,6,474,train
9,6,479,train
9,6,499,train
9,6,746,test
9,6,804,test
9,6,827,test
9,6,81,test
9,6,277,test
9,6,339,test
9,6,369,test
9,6,371,test
9,6,418,test
9,6,432,test
9,6,440,test
9,7,684,train
9,7,700,train
9,7,715,train
9,7,768,train
9,7,819,train
9,7,877,train
9,7,960,train
9,7,972,train
9,7,3,train
9,7,18,train
9,7,19,train
9,7,26,train
9,7,37,train
9,7,60,train
9,7,62,train
9,7,68,train
9,7,92,train
9,7,119,train
9,7,121,train
9,7,145,train
9,7,156,train
9,7,164,train
9,7,198,train
9,7,199,train
9,7,212,train
9,7,215,train
9,7,271,train
9,7,288,train
9,7,295,train
9,7,309,train
9,7,324,train
9,7,340,train
9,7,375,train
9,7,382,train
9,7,399,train
9,7,408,train
9,7,421,train
9,7,430,train
9,7,451,train
9,7,459,train
9,7,474,train
9,7,479,train
9,7,499,train
9,7,746,test
9,7,804,test
9,7,827,test
9,7,81,test
9,7,277,test
9,7,339,test
9,7,369,test
9,7,371,test
9,7,418,test
9,7,432,test
9,7,440,test
9,8,684,train
9,8,700,train
9,8,715,train
9,8,768,train
9,8,819,train
9,8,877,train
9,8,960,train
9,8,972,train
9,8,3,train
9,8,18,train
9,8,19,train
9,8,26,train
9,8,37,train
9,8,60,train
9,8,62,train
9,8,68,train
9,8,92,train
9,8,119,train
9,8,121,train
9,8,145,train
9,8,156,train
9,8,164,train
9,8,198,train
9,8,199,train
9,8,212,train
9,8,215,train
9,8,271,train
9,8,288,train
9,8,295,train
9,8,309,train
9,8,324,train
9,8,340,train
9,8,375,train
9,8,382,train
9,8,399,train
9,8,408,train
9,8,421,train
9,8,430,train
9,8,451,train
9,8,459,train
9,8,474,train
9,8,479,train
9,8,499,train
9,8,746,test
9,8,804,test
9,8,827,test
9,8,81,test
9,8,277,test
9,8,339,test
9,8,369,test
9,8,371,test
9,8,418,test
9,8,432,test
9,8,440,test
9,9,684,train
9,9,700,train
9,9,715,train
9,9,768,train
9,9,819,train
9,9,877,train
9,9,960,train
9,9,972,train
9,9,3,train
9,9,18,train
9,9,19,train
9,9,26,train
9,9,37,train
9,9,60,train
9,9,62,train
9,9,68,train
9,9,92,train
9,9,119,train
9,9,121,train
9,9,145,train
9,9,156,train
9,9,164,train
9,9,198,train
9,9,199,train
9,9,212,train
9,9,215,train
9,9,271,train
9,9,288,train
9,9,295,train
9,9,324,train
9,9,340,train
9,9,375,train
9,9,382,train
9,9,399,train
9,9,408,train
9,9,421,train
9,9,430,train
9,9,451,train
9,9,459,train
9,9,474,train
9,9,479,train
9,9,499,train
9,9,746,test
9,9,804,test
9,9,827,test
9,9,81,test
9,9,277,test
9,9,339,test
9,9,369,test
9,9,371,test
9,9,418,test
9,9,432,test
9,9,440,test
9,10,684,train
9,10,700,train
9,10,715,train
9,10,768,train
9,10,819,train
9,10,877,train
9,10,960,train
9,10,972,train
9,10,3,train
9,10,18,train
9,10,19,train
9,10,26,train
9,10,37,train
9,10,60,train
9,10,62,train
9,10,68,train
9,10,92,train
9,10,119,train
9,10,121,train
9,10,145,train
9,10,156,train
9,10,164,train
9,10,198,train
9,10,199,train
9,10,212,train
9,10,215,train
9,10,271,train
9,10,288,train
9,10,295,train
9,10,324,train
9,10,340,train
9,10,375,train
9,10,382,train
9,10,399,train
9,10,408,train
9,10,421,train
9,10,430,train
9,10,451,train
9,10,459,train
9,10,474,train
9,10,479,train
9,10,499,train
9,10,746,test
9,10,804,test
9,10,827,test
9,10,81,test
9,10,277,test
9,10,339,test
9,10,369,test
9,10,371,test
9,10,418,test
9,10,432,test
9,10,440,test
9,11,684,train
9,11,700,train
9,11,715,train
9,11,768,train
9,11,819,train
9,11,877,train
9,11,960,train
9,11,972,train
9,11,3,train
9,11,18,train
9,11,19,train
9,11,26,train
9,11,37,train
9,11,60,train
9,11,62,train
9,11,68,train
9,11,92,train
9,11,119,train
9,11,121,train
9,11,145,train
9,11,156,train
9,11,164,train
9,11,198,train
9,11,199,train
9,11,212,train
9,11,215,train
9,11,271,train
9,11,288,train
9,11,295,train
9,11,324,train
9,11,340,train
9,11,375,train
9,11,382,train
9,11,399,train
9,11,408,train
9,11,421,train
9,11,430,train
9,11,451,train
9,11,459,train
9,11,474,train
9,11,479,train
9,11,499,train
9,11,746,test
9,11,804,test
9,11,827,test
9,11,81,test
9,11,277,test
9,11,339,test
9,11,369,test
9,11,371,test
9,11,418,test
9,11,432,test
9,11,440,test
9,12,684,train
9,12,700,train
9,12,715,train
9,12,768,train
9,12,819,train
9,12,877,train
9,12,960,train
9,12,972,train
9,12,3,train
9,12,18,train
9,12,19,train
9,12,26,train
9,12,37,train
9,12,60,train
9,12,62,train
9,12,68,train
9,12,92,train
9,12,119,train
9,12,121,train
9,12,145,train
9,12,156,train
9,12,164,train
9,12,198,train
9,12,199,train
9,12,212,train
9,12,215,train
9,12,271,train
9,12,288,train
9,12,295,train
9,12,324,train
9,12,340,train
9,12,375,train
9,12,382,train
9,12,399,train
9,12,408,train
9,12,421,train
9,12,430,train
9,12,451,train
9,12,459,train
9,12,479,train
9,12,499,train
9,12,746,test
9,12,804,test
9,12,827,test
9,12,81,test
9,12,277,test
9,12,339,test
9,12,369,test
9,12,371,test
9,12,418,test
9,12,432,test
9,12,440,test
9,13,684,train
9,13,700,train
9,13,715,train
9,13,768,train
9,13,819,train
9,13,877,train
9,13,960,train
9,13,972,train
9,13,3,train
9,13,18,train
9,13,19,train
9,13,26,train
9,13,37,train
9,13,60,train
9,13,62,train
9,13,68,train
9,13,92,train
9,13,119,train
9,13,121,train
9,13,145,train
9,13,156,train
9,13,164,train
9,13,198,train
9,13,199,train
9,13,212,train
9,13,215,train
9,13,271,train
9,13,288,train
9,13,295,train
9,13,340,train
9,13,375,train
9,13,382,train
9,13,399,train
9,13,408,train
9,13,421,train
9,13,430,train
9,13,451,train
9,13,459,train
9,13,499,train
9,13,746,test
9,13,804,test
9,13,827,test
9,13,81,test
9,13,339,test
9,13,369,test
9,13,371,test
9,13,418,test
9,13,432,test
9,13,440,test
9,14,684,train
9,14,700,train
9,14,715,train
9,14,768,train
9,14,819,train
9,14,877,train
9,14,960,train
9,14,972,train
9,14,18,train
9,14,19,train
9,14,26,train
9,14,37,train
9,14,60,train
9,14,62,train
9,14,68,train
9,14,92,train
9,14,119,train
9,14,121,train
9,14,145,train
9,14,156,train
9,14,198,train
9,14,212,train
9,14,215,train
9,14,271,train
9,14,288,train
9,14,295,train
9,14,340,train
9,14,382,train
9,14,408,train
9,14,421,train
9,14,430,train
9,14,451,train
9,14,459,train
9,14,499,train
9,14,746,test
9,14,804,test
9,14,827,test
9,14,81,test
9,14,369,test
9,14,371,test
9,14,418,test
9,14,432,test
9,14,440,test
9,15,684,train
9,15,700,train
9,15,715,train
9,15,768,train
9,15,819,train
9,15,877,train
9,15,960,train
9,15,972,train
9,15,18,train
9,15,19,train
9,15,26,train
9,15,68,train
9,15,92,train
9,15,119,train
9,15,121,train
9,15,156,train
9,15,198,train
9,15,212,train
9,15,215,train
9,15,271,train
9,15,288,train
9,15,295,train
9,15,340,train
9,15,382,train
9,15,421,train
9,15,430,train
9,15,451,train
9,15,459,train
9,15,499,train
9,15,827,test
9,15,369,test
9,15,371,test
9,15,418,test
9,15,432,test
9,15,440,test
9,16,684,train
9,16,700,train
9,16,715,train
9,16,768,train
9,16,819,train
9,16,877,train
9,16,960,train
9,16,972,train
9,16,18,train
9,16,19,train
9,16,26,train
9,16,68,train
9,16,119,train
9,16,121,train
9,16,156,train
9,16,198,train
9,16,212,train
9,16,215,train
9,16,271,train
9,16,288,train
9,16,295,train
9,16,340,train
9,16,382,train
9,16,430,train
9,16,459,train
9,16,499,train
9,16,369,test
9,16,371,test
9,16,418,test
9,16,432,test
9,16,440,test
9,17,684,train
9,17,700,train
9,17,715,train
9,17,768,train
9,17,819,train
9,17,877,train
9,17,972,train
9,17,18,train
9,17,19,train
9,17,26,train
9,17,68,train
9,17,119,train
9,17,121,train
9,17,156,train
9,17,198,train
9,17,212,train
9,17,215,train
9,17,271,train
9,17,288,train
9,17,295,train
9,17,340,train
9,17,382,train
9,17,430,train
9,17,499,train
9,17,369,test
9,17,371,test
9,17,418,test
9,17,432,test
9,17,440,test
9,18,684,train
9,18,700,train
9,18,715,train
9,18,768,train
9,18,819,train
9,18,877,train
9,18,972,train
9,18,18,train
9,18,19,train
9,18,26,train
9,18,68,train
9,18,119,train
9,18,121,train
9,18,156,train
9,18,198,train
9,18,212,train
9,18,271,train
9,18,288,train
9,18,295,train
9,18,340,train
9,18,382,train
9,18,430,train
9,18,499,train
9,18,369,test
9,18,418,test
9,18,432,test
9,18,440,test
9,19,684,train
9,19,700,train
9,19,715,train
9,19,819,train
9,19,877,train
9,19,972,train
9,19,18,train
9,19,19,train
9,19,26,train
9,19,119,train
9,19,121,train
9,19,156,train
9,19,198,train
9,19,212,train
9,19,271,train
9,19,288,train
9,19,295,train
9,19,340,train
9,19,382,train
9,19,430,train
9,19,499,train
9,19,369,test
9,19,418,test
9,19,432,test
9,19,440,test
9,20,700,train
9,20,715,train
9,20,819,train
9,20,877,train
9,20,972,train
9,20,18,train
9,20,19,train
9,20,26,train
9,20,119,train
9,20,121,train
9,20,156,train
9,20,198,train
9,20,212,train
9,20,271,train
9,20,288,train
9,20,295,train
9,20,340,train
9,20,382,train
9,20,430,train
9,20,499,train
9,20,369,test
9,20,418,test
9,20,432,test
9,20,440,test
9,21,700,train
9,21,715,train
9,21,819,train
9,21,877,train
9,21,972,train
9,21,18,train
9,21,19,train
9,21,26,train
9,21,121,train
9,21,156,train
9,21,198,train
9,21,212,train
9,21,271,train
9,21,288,train
9,21,295,train
9,21,340,train
9,21,382,train
9,21,430,train
9,21,499,train
9,21,369,test
9,21,418,test
9,21,432,test
9,21,440,test
9,22,700,train
9,22,715,train
9,22,819,train
9,22,877,train
9,22,972,train
9,22,18,train
9,22,26,train
9,22,121,train
9,22,156,train
9,22,198,train
9,22,212,train
9,22,271,train
9,22,288,train
9,22,295,train
9,22,340,train
9,22,382,train
9,22,430,train
9,22,499,train
9,22,369,test
9,22,418,test
9,22,432,test
9,22,440,test
9,23,700,train
9,23,715,train
9,23,819,train
9,23,877,train
9,23,972,train
9,23,18,train
9,23,26,train
9,23,121,train
9,23,156,train
9,23,212,train
9,23,271,train
9,23,288,train
9,23,295,train
9,23,340,train
9,23,382,train
9,23,430,train
9,23,499,train
9,23,418,test
9,23,432,test
9,23,440,test
10,0,684,train
10,0,700,train
10,0,715,train
10,0,768,train
10,0,819,train
10,0,877,train
10,0,960,train
10,0,972,train
10,0,3,train
10,0,18,train
10,0,19,train
10,0,26,train
10,0,37,train
10,0,59,train
10,0,60,train
10,0,62,train
10,0,68,train
10,0,92,train
10,0,119,train
10,0,121,train
10,0,145,train
10,0,156,train
10,0,164,train
10,0,198,train
10,0,199,train
10,0,212,train
10,0,215,train
10,0,271,train
10,0,288,train
10,0,295,train
10,0,309,train
10,0,324,train
10,0,340,train
10,0,375,train
10,0,382,train
10,0,399,train
10,0,408,train
10,0,421,train
10,0,430,train
10,0,451,train
10,0,459,train
10,0,474,train
10,0,479,train
10,0,499,train
10,0,746,test
10,0,804,test
10,0,827,test
10,0,81,test
10,0,277,test
10,0,339,test
10,0,369,test
10,0,371,test
10,0,418,test
10,0,432,test
10,0,440,test
10,1,684,train
10,1,700,train
10,1,715,train
10,1,768,train
10,1,819,train
10,1,877,train
10,1,960,train
10,1,972,train
10,1,3,train
10,1,18,train
10,1,19,train
10,1,26,train
10,1,37,train
10,1,59,train
10,1,60,train
10,1,62,train
10,1,68,train
10,1,92,train
10,1,119,train
10,1,121,train
10,1,145,train
10,1,156,train
10,1,164,train
10,1,198,train
10,1,199,train
10,1,212,train
10,1,215,train
10,1,271,train
10,1,288,train
10,1,295,train
10,1,309,train
10,1,324,train
10,1,340,train
10,1,375,train
10,1,382,train
10,1,399,train
10,1,408,train
10,1,421,train
10,1,430,train
10,1,451,train
10,1,459,train
10,1,474,train
10,1,479,train
10,1,499,train
10,1,746,test
10,1,804,test
10,1,827,test
10,1,81,test
10,1,277,test
10,1,339,test
10,1,369,test
10,1,371,test
10,1,418,test
10,1,432,test
10,1,440,test
10,2,684,train
10,2,700,train
10,2,715,train
10,2,768,train
10,2,819,train
10,2,877,train
10,2,960,train
10,2,972,train
10,2,3,train
10,2,18,train
10,2,19,train
10,2,26,train
10,2,37,train
10,2,59,train
10,2,60,train
10,2,62,train
10,2,68,train
10,2,92,train
10,2,119,train
10,2,121,train
10,2,145,train
10,2,156,train
10,2,164,train
10,2,198,train
10,2,199,train
10,2,212,train
10,2,215,train
10,2,271,train
10,2,288,train
10,2,295,train
10,2,309,train
10,2,324,train
10,2,340,train
10,2,375,train
10,2,382,train
10,2,399,train
10,2,408,train
10,2,421,train
10,2,430,train
10,2,451,train
10,2,459,train
10,2,474,train
10,2,479,train
10,2,499,train
10,2,746,test
10,2,804,test
10,2,827,test
10,2,81,test
10,2,277,test
10,2,339,test
10,2,369,test
10,2,371,test
10,2,418,test
10,2,432,test
10,2,440,test
10,3,684,train
10,3,700,train
10,3,715,train
10,3,768,train
10,3,819,train
10,3,877,train
10,3,960,train
10,3,972,train
10,3,3,train
10,3,18,train
10,3,19,train
10,3,26,train
10,3,37,train
10,3,59,train
10,3,60,train
10,3,62,train
10,3,68,train
10,3,92,train
10,3,119,train
10,3,121,train
10,3,145,train
10,3,156,train
10,3,164,train
10,3,198,train
10,3,199,train
10,3,212,train
10,3,215,train
10,3,271,train
10,3,288,train
10,3,295,train
10,3,309,train
10,3,324,train
10,3,340,train
10,3,375,train
10,3,382,train
10,3,399,train
10,3,408,train
10,3,421,train
10,3,430,train
10,3,451,train
10,3,459,train
10,3,474,train
10,3,479,train
10,3,499,train
10,3,746,test
10,3,804,test
10,3,827,test
10,3,81,test
10,3,277,test
10,3,339,test
10,3,369,test
10,3,371,test
10,3,418,test
10,3,432,test
10,3,440,test
10,4,684,train
10,4,700,train
10,4,715,train
10,4,768,train
10,4,819,train
10,4,877,train
10,4,960,train
10,4,972,train
10,4,3,train
10,4,18,train
10,4,19,train
10,4,26,train
10,4,37,train
10,4,59,train
10,4,60,train
10,4,62,train
10,4,68,train
10,4,92,train
10,4,119,train
10,4,121,train
10,4,145,train
10,4,156,train
10,4,164,train
10,4,198,train
10,4,199,train
10,4,212,train
10,4,215,train
10,4,271,train
10,4,288,train
10,4,295,train
10,4,309,train
10,4,324,train
10,4,340,train
10,4,375,train
10,4,382,train
10,4,399,train
10,4,408,train
10,4,421,train
10,4,430,train
10,4,451,train
10,4,459,train
10,4,474,train
10,4,479,train
10,4,499,train
10,4,746,test
10,4,804,test
10,4,827,test
10,4,81,test
10,4,277,test
10,4,339,test
10,4,369,test
10,4,371,test
10,4,418,test
10,4,432,test
10,4,440,test
10,5,684,train
10,5,700,train
10,5,715,train
10,5,768,train
10,5,819,train
10,5,877,train
10,5,960,train
10,5,972,train
10,5,3,train
10,5,18,train
10,5,19,train
10,5,26,train
10,5,37,train
10,5,59,train
10,5,60,train
10,5,62,train
10,5,68,train
10,5,92,train
10,5,119,train
10,5,121,train
10,5,145,train
10,5,156,train
10,5,164,train
10,5,198,train
10,5,199,train
10,5,212,train
10,5,215,train
10,5,271,train
10,5,288,train
10,5,295,train
10,5,309,train
10,5,324,train
10,5,340,train
10,5,375,train
10,5,382,train
10,5,399,train
10,5,408,train
10,5,421,train
10,5,430,train
10,5,451,train
10,5,459,train
10,5,474,train
10,5,479,train
10,5,499,train
10,5,746,test
10,5,804,test
10,5,827,test
10,5,81,test
10,5,277,test
10,5,339,test
10,5,369,test
10,5,371,test
10,5,418,test
10,5,432,test
10,5,440,test
10,6,684,train
10,6,700,train
10,6,715,train
10,6,768,train
10,6,819,train
10,6,877,train
10,6,960,train
10,6,972,train
10,6,3,train
10,6,18,train
10,6,19,train
10,6,26,train
10,6,37,train
10,6,60,train
10,6,62,train
10,6,68,train
10,6,92,train
10,6,119,train
10,6,121,train
10,6,145,train
10,6,156,train
10,6,164,train
10,6,198,train
10,6,199,train
10,6,212,train
10,6,215,train
10,6,271,train
10,6,288,train
10,6,295,train
10,6,309,train
10,6,324,train
10,6,340,train
10,6,375,train
10,6,382,train
10,6,399,train
10,6,408,train
10,6,421,train
10,6,430,train
10,6,451,train
10,6,459,train
10,6,474,train
10,6,479,train
10,6,499,train
10,6,746,test
10,6,804,test
10,6,827,test
10,6,81,test
10,6,277,test
10,6,339,test
10,6,369,test
10,6,371,test
10,6,418,test
10,6,432,test
10,6,440,test
10,7,684,train
10,7,700,train
10,7,715,train
10,7,768,train
10,7,819,train
10,7,877,train
10,7,960,train
10,7,972,train
10,7,3,train
10,7,18,train
10,7,19,train
10,7,26,train
10,7,37,train
10,7,60,train
10,7,62,train
10,7,68,train
10,7,92,train
10,7,119,train
10,7,121,train
10,7,145,train
10,7,156,train
10,7,164,train
10,7,198,train
10,7,199,train
10,7,212,train
10,7,215,train
10,7,271,train
10,7,288,train
10,7,295,train
10,7,309,train
10,7,324,train
10,7,340,train
10,7,375,train
10,7,382,train
10,7,399,train
10,7,408,train
10,7,421,train
10,7,430,train
10,7,451,train
10,7,459,train
10,7,474,train
10,7,479,train
10,7,499,train
10,7,746,test
10,7,804,test
10,7,827,test
10,7,81,test
10,7,277,test
10,7,339,test
10,7,369,test
10,7,371,test
10,7,418,test
10,7,432,test
10,7,440,test
10,8,684,train
10,8,700,train
10,8,715,train
10,8,768,train
10,8,819,train
10,8,877,train
10,8,960,train
10,8,972,train
10,8,3,train
10,8,18,train
10,8,19,train
10,8,26,train
10,8,37,train
10,8,60,train
10,8,62,train
10,8,68,train
10,8,92,train
10,8,119,train
10,8,121,train
10,8,145,train
10,8,156,train
10,8,164,train
10,8,198,train
10,8,199,train
10,8,212,train
10,8,215,train
10,8,271,train
10,8,288,train
10,8,295,train
10,8,309,train
10,8,324,train
10,8,340,train
10,8,375,train
10,8,382,train
10,8,399,train
10,8,408,train
10,8,421,train
10,8,430,train
10,8,451,train
10,8,459,train
10,8,474,train
10,8,479,train
10,8,499,train
10,8,746,test
10,8,804,test
10,8,827,test
10,8,81,test
10,8,277,test
10,8,339,test
10,8,369,test
10,8,371,test
10,8,418,test
10,8,432,test
10,8,440,test
10,9,684,train
10,9,700,train
10,9,715,train
10,9,768,train
10,9,819,train
10,9,877,train
10,9,960,train
10,9,972,train
10,9,3,train
10,9,18,train
10,9,19,train
10,9,26,train
10,9,37,train
10,9,60,train
10,9,62,train
10,9,68,train
10,9,92,train
10,9,119,train
10,9,121,train
10,9,145,train
10,9,156,train
10,9,164,train
10,9,198,train
10,9,199,train
10,9,212,train
10,9,215,train
10,9,271,train
10,9,288,train
10,9,295,train
10,9,324,train
10,9,340,train
10,9,375,train
10,9,382,train
10,9,399,train
10,9,408,train
10,9,421,train
10,9,430,train
10,9,451,train
10,9,459,train
10,9,474,train
10,9,479,train
10,9,499,train
10,9,746,test
10,9,804,test
10,9,827,test
10,9,81,test
10,9,277,test
10,9,339,test
10,9,369,test
10,9,371,test
10,9,418,test
10,9,432,test
10,9,440,test
10,10,684,train
10,10,700,train
10,10,715,train
10,10,768,train
10,10,819,train
10,10,877,train
10,10,960,train
10,10,972,train
10,10,3,train
10,10,18,train
10,10,19,train
10,10,26,train
10,10,37,train
10,10,60,train
10,10,62,train
10,10,68,train
10,10,92,train
10,10,119,train
10,10,121,train
10,10,145,train
10,10,156,train
10,10,164,train
10,10,198,train
10,10,199,train
10,10,212,train
10,10,215,train
10,10,271,train
10,10,288,train
10,10,295,train
10,10,324,train
10,10,340,train
10,10,375,train
10,10,382,train
10,10,399,train
10,10,408,train
10,10,421,train
10,10,430,train
10,10,451,train
10,10,459,train
10,10,474,train
10,10,479,train
10,10,499,train
10,10,746,test
10,10,804,test
10,10,827,test
10,10,81,test
10,10,277,test
10,10,339,test
10,10,369,test
10,10,371,test
10,10,418,test
10,10,432,test
10,10,440,test
10,11,684,train
10,11,700,train
10,11,715,train
10,11,768,train
10,11,819,train
10,11,877,train
10,11,960,train
